Scientific_Name,Missing_Status,Years_Missing,Last_Record_Year,Last_Record_Date,Last_Known_Latitude,Last_Known_Longitude,Last_Known_Reserve,First_Record_Year,First_Record_Date,First_Known_Latitude,First_Known_Longitude,First_Known_Reserve,Record_Span_Years,Total_Records,GPS_Locations,All_Reserves_Found,Geographic_Range_Lat,Geographic_Range_Lon,Min_Latitude,Max_Latitude,Min_Longitude,Max_Longitude
Podolobium ilicifolium,Recent,7,2018,2018-04-07,-33.891781,151.03223,Not in a reserve,1999,1999-02-15,-33.903692,151.095678,Not in a reserve,19,7,7,Carysfield; Norfolk Reserve; Not in a reserve; Flood Reserve,0.043979,0.097988,-33.93576,-33.891781,150.99769,151.095678
Bauhinia variegata,Recent,7,2018,2018-04-04,-33.917913,151.116308,Not in a reserve,2018,2018-04-04,-33.917913,151.116308,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Toxicodendron succedaneum,Recent,7,2018,2018-05-18,-33.933291,150.97841,Not in a reserve,2004,2004-10-08,-33.909349,150.994229,Crest,14,3,3,Carysfield; Crest; Not in a reserve,0.03113,0.019599,-33.933291,-33.902161,150.97841,150.998009
Sporobolus virginicus,Recent,7,2018,2018-05-23,-33.920732,150.975224,Kentucky Reserve,2001,2001-12-21,-33.97277,150.998412,Lambeth Reserve,17,10,10,Deepwater; Kentucky Reserve; Lambeth Reserve; Not in a reserve; Salt Pan Reserve,0.05248,0.179233,-33.973212,-33.920732,150.974736,151.153969
Goodenia paniculata,Recent,7,2018,2018-05-23,-33.929585,150.986124,Ashford Reserve,1999,1999-05-05,-33.931641,151.038249,Not in a reserve,19,2,2,Ashford Reserve; Not in a reserve,0.002056,0.052125,-33.931641,-33.929585,150.986124,151.038249
Dimorphotheca fruticosa,Recent,7,2018,2018-04-04,-33.917913,151.116308,Not in a reserve,2009,2009-10-01,-33.966686,151.041687,Not in a reserve,9,2,2,Not in a reserve,0.048773,0.074621,-33.966686,-33.917913,151.041687,151.116308
Plumeria obtusa,Recent,7,2018,2018-04-04,-33.917913,151.116308,Not in a reserve,2018,2018-04-04,-33.917913,151.116308,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Bossiaea prostrata,Recent,7,2018,2018-05-23,-33.897071,150.973545,Lansdowne,1998,1998-12-21,-33.896631,150.977972,Lansdowne,20,6,6,East Hills Park; Lansdowne,0.070251,0.00889,-33.964295,-33.894044,150.973545,150.982435
Solanum linearifolium,Recent,7,2018,2018-03-14,-33.949122,150.973361,Deepwater,2018,2018-03-14,-33.949122,150.973361,Deepwater,0,1,1,Deepwater,,,,,,
Freesia leichtlinii subsp. leichtlinii x Freesia leichtlinii subsp. alba,Recent,7,2018,2018-05-23,-33.892047,150.971275,Lansdowne,2014,2014-11-06,-33.894044,150.974255,Lansdowne,4,3,3,Lansdowne,0.001997,0.00298,-33.894044,-33.892047,150.971275,150.974255
Trifolium dubium,Recent,7,2018,2018-04-04,-33.917913,151.116308,Not in a reserve,2018,2018-04-04,-33.917913,151.116308,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Ficus microcarpa,Recent,7,2018,2018-04-04,-33.917913,151.116308,Not in a reserve,2014,2014-10-15,-33.917575,151.035568,Not in a reserve,4,2,2,Not in a reserve,0.000338,0.08074,-33.917913,-33.917575,151.035568,151.116308
Impatiens walleriana,Recent,7,2018,2018-04-04,-33.917913,151.116308,Not in a reserve,2008,2008-04-28,-33.902161,150.998009,Carysfield,10,2,2,Carysfield; Not in a reserve,0.015752,0.118299,-33.917913,-33.902161,150.998009,151.116308
Ipomoea batatas,Recent,7,2018,2018-04-04,-33.917913,151.116308,Not in a reserve,2018,2018-04-04,-33.917913,151.116308,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Plantago gaudichaudii,Recent,7,2018,2018-04-07,-33.891781,151.03223,Not in a reserve,2018,2018-04-07,-33.891781,151.03223,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Cassinia aculeata,Recent,7,2018,2018-05-23,-33.909909,150.979481,Miram-Beena,1999,1999-02-15,-33.893488,151.062926,Norfolk Reserve,19,7,7,East Hills Park; Miram-Beena; Norfolk Reserve; Lambeth Reserve; Not in a reserve,0.085548,0.083445,-33.97277,-33.887222,150.979481,151.062926
Platysace lanceolata,Recent,7,2018,2018-05-23,-33.891188,150.971144,Lansdowne,2008,2008-05-21,-33.980667,151.012818,Not in a reserve,10,10,10,Lansdowne; Not in a reserve,0.089479,0.17679,-33.980667,-33.891188,150.971144,151.147934
Malva neglecta,Recent,7,2018,2018-04-04,-33.917913,151.116308,Not in a reserve,2017,2017-08-10,-33.903058,151.105969,Not in a reserve,1,2,2,Not in a reserve,0.014855,0.010339,-33.917913,-33.903058,151.105969,151.116308
Trema tomentosa var. aspera,Recent,7,2018,2018-05-23,-33.898246,150.974264,Lansdowne,2014,2014-11-06,-33.894044,150.974255,Lansdowne,4,3,3,Lansdowne,0.005675,0.00091,-33.898246,-33.892571,150.974255,150.975165
Bolboschoenus fluviatilis,Recent,7,2018,2018-05-23,-33.907757,150.982387,Amaroo,2012,2012-10-16,-33.89101,151.04623,Not in a reserve,6,3,3,Amaroo; Not in a reserve,0.016747,0.063843,-33.907757,-33.89101,150.982387,151.04623
Saccharum officinarum,Recent,7,2018,2018-04-04,-33.917913,151.116308,Not in a reserve,2018,2018-04-04,-33.917913,151.116308,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Rubus ulmifolius,Recent,7,2018,2018-04-16,-33.9269,151.147854,Not in a reserve,2018,2018-04-16,-33.9269,151.147854,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Cyperus aggregatus,Recent,7,2018,2018-04-07,-33.891781,151.03223,Not in a reserve,2018,2018-04-07,-33.891781,151.03223,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Cyperus polystachyos,Recent,7,2018,2018-04-28,-33.978141,151.003812,Not in a reserve,2007,2007-05-02,-33.895029,150.978671,Lansdowne,11,4,4,Not in a reserve; Lansdowne; Crest,0.083112,0.025141,-33.978141,-33.895029,150.978671,151.003812
Rosmarinus officinalis,Recent,7,2018,2018-04-04,-33.917913,151.116308,Not in a reserve,2018,2018-04-04,-33.917913,151.116308,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Rorippa nasturtium-aquaticum,Recent,7,2018,2018-05-18,-33.933291,150.97841,Not in a reserve,2004,2004-11-22,-33.889464,150.99463,Not in a reserve,14,2,2,Not in a reserve,0.043827,0.01622,-33.933291,-33.889464,150.97841,150.99463
Alternanthera denticulata,Recent,7,2018,2018-05-23,-33.929733,150.98307,Ashford Reserve,2008,2008-11-26,-33.955611,151.040085,Davies Road,10,5,5,Ashford Reserve; Davies Road; Not in a reserve; Virginius Reserve,0.028987,0.141124,-33.95872,-33.929733,150.98307,151.124194
Eucalyptus globoidea,Recent,7,2018,2018-12-18,-33.9062,150.994079,Crest,1999,1999-05-05,-33.973341,151.009964,Not in a reserve,19,11,11,Crest; Davies Road; Deepwater; East Hills Park; Not in a reserve,0.098824,0.073748,-33.976092,-33.877268,150.975958,151.049706
Melaleuca diosmatifolia,Recent,7,2018,2018-05-23,-33.929542,150.984621,Ashford Reserve,1996,1996-05-31,-33.88627,151.020112,Not in a reserve,22,13,13,Ashford Reserve; Carysfield; Louisa; Not in a reserve; Airport Reserve; Deepwater,0.075194,0.139293,-33.949972,-33.874778,150.977015,151.116308
Eucalyptus capitellata,Recent,7,2018,2018-03-19,-33.971306,151.032306,Not in a reserve,2000,2000-06-01,-33.928986,151.024518,Not in a reserve,18,5,5,Not in a reserve,0.042977,0.020534,-33.971963,-33.928986,151.012334,151.032868
Acacia saliciformis,Recent,7,2018,2018-04-07,-33.891781,151.03223,Not in a reserve,2018,2018-04-07,-33.891781,151.03223,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Cestrum nocturnum,Recent,7,2018,2018-05-23,-33.917115,150.975158,Not in a reserve,2018,2018-05-23,-33.917115,150.975158,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Cheilanthes sieberi subsp. sieberi,Recent,7,2018,2018-05-23,-33.897071,150.973545,Lansdowne,1998,1998-12-21,-33.896631,150.977972,Lansdowne,20,10,10,Lansdowne,0.01013,0.005361,-33.902277,-33.892147,150.973545,150.978906
Solanum sisymbriifolium,Recent,7,2018,2018-05-23,-33.930461,150.980164,Not in a reserve,2018,2018-05-23,-33.930461,150.980164,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Sorghum halepense,Recent,7,2018,2018-01-25,-33.874778,151.006314,Not in a reserve,2018,2018-01-25,-33.874778,151.006314,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Pyracantha angustifolia,Recent,7,2018,2018-04-07,-33.891781,151.03223,Not in a reserve,2018,2018-04-07,-33.891781,151.03223,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Callicoma serratifolia,Recent,7,2018,2018-04-07,-33.929541,151.128481,Not in a reserve,2009,2009-12-18,-33.926664,151.140561,Not in a reserve,9,5,5,Not in a reserve,0.003473,0.01208,-33.930137,-33.926664,151.128481,151.140561
Rytidosperma pallidum,Recent,7,2018,2018-04-07,-33.891781,151.03223,Not in a reserve,2010,2010-02-17,-33.971963,151.012334,Not in a reserve,8,2,2,Not in a reserve,0.080182,0.019896,-33.971963,-33.891781,151.012334,151.03223
Microlaena stipoides var. stipoides,Recent,7,2018,2018-05-23,-33.898246,150.974264,Lansdowne,1999,1999-06-28,-33.902277,150.978906,Lansdowne,19,7,7,Lansdowne,0.011167,0.008161,-33.902277,-33.89111,150.970745,150.978906
Coreopsis lanceolata,Recent,7,2018,2018-05-23,-33.928863,150.983869,Airport Reserve,2006,2006-04-12,-33.973064,151.028351,Not in a reserve,12,6,6,Airport Reserve; Not in a reserve,0.085842,0.073326,-33.973064,-33.887222,150.980007,151.053333
Leucopogon affinis,Recent,7,2018,2018-04-07,-33.929541,151.128481,Not in a reserve,2006,2006-11-17,-33.97194,151.032868,Not in a reserve,12,7,7,Not in a reserve,0.045165,0.108525,-33.97194,-33.926775,151.032868,151.141393
Hibbertia fumana,Recent,7,2018,2018-12-07,-33.916291,150.985377,Not in a reserve,2018,2018-12-07,-33.916291,150.985377,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Setaria palmifolia,Recent,7,2018,2018-04-16,-33.9269,151.147854,Not in a reserve,2010,2010-03-22,-33.926466,151.144215,Not in a reserve,8,2,2,Not in a reserve,0.000434,0.003639,-33.9269,-33.926466,151.144215,151.147854
Opercularia aspera,Recent,7,2018,2018-04-16,-33.9269,151.147854,Not in a reserve,1999,1999-06-22,-33.981062,150.99961,Not in a reserve,19,10,10,Not in a reserve; Davies Road; Norfolk Reserve; Crest; Lansdowne,0.087471,0.170447,-33.981062,-33.893591,150.977407,151.147854
Bursaria spinosa subsp. spinosa,Recent,7,2018,2018-05-23,-33.897071,150.973545,Lansdowne,2018,2018-05-23,-33.897071,150.973545,Lansdowne,0,3,3,Lansdowne,0.005961,0.0028,-33.897071,-33.89111,150.970745,150.973545
Brunoniella pumilio,Recent,7,2018,2018-05-23,-33.929585,150.986124,Ashford Reserve,2008,2008-04-28,-33.902161,150.998009,Carysfield,10,8,8,Not in a reserve; Ashford Reserve; Carysfield; Crest; Lansdowne,0.080182,0.052071,-33.971963,-33.891781,150.980159,151.03223
Brassica rapa,Recent,7,2018,2018-05-18,-33.933291,150.97841,Not in a reserve,2008,2008-04-28,-33.902161,150.998009,Carysfield,10,5,5,Carysfield; Not in a reserve; Lansdowne,0.042959,0.086666,-33.933291,-33.890332,150.968563,151.055229
Verbena rigida,Recent,7,2018,2018-05-23,-33.89111,150.970745,Lansdowne,2017,2017-03-02,-33.979368,151.015177,Not in a reserve,1,2,2,Lansdowne; Not in a reserve,0.088258,0.044432,-33.979368,-33.89111,150.970745,151.015177
Cyanthillium cinereum,Recent,7,2018,2018-04-07,-33.891781,151.03223,Not in a reserve,2008,2008-04-28,-33.902161,150.998009,Carysfield,10,4,4,Carysfield; Norfolk Reserve; Not in a reserve; Crest,0.019254,0.065882,-33.911035,-33.891781,150.996728,151.06261
Euchiton involucratus,Recent,7,2018,2018-05-23,-33.898246,150.974264,Lansdowne,2000,2000-07-05,-33.890259,151.032981,Not in a reserve,18,4,4,Lansdowne; Norfolk Reserve; Kelso Beach; Not in a reserve,0.061946,0.088346,-33.952205,-33.890259,150.974264,151.06261
Viola hederacea,Recent,7,2018,2018-04-07,-33.891781,151.03223,Not in a reserve,2005,2005-01-04,-33.901874,151.003639,Walshaw Park,13,5,5,Not in a reserve; Walshaw Park,0.082065,0.141921,-33.973846,-33.891781,151.003639,151.14556
Vittadinia cuneata var. cuneata,Recent,7,2018,2018-05-23,-33.892047,150.971275,Lansdowne,2014,2014-11-06,-33.893423,150.974886,Lansdowne,4,2,2,Lansdowne,0.001376,0.003611,-33.893423,-33.892047,150.971275,150.974886
Brachychiton populneus,Recent,6,2019,2019-12-11,-33.909648,151.085877,Not in a reserve,2007,2007-02-27,-33.929191,151.128771,Not in a reserve,12,4,4,Not in a reserve; Miram-Beena,0.020021,0.148131,-33.929191,-33.90917,150.98064,151.128771
Nymphaea alba,Recent,6,2019,2019-04-14,-33.978226,151.004102,Not in a reserve,2019,2019-04-14,-33.978226,151.004102,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Morus alba,Recent,6,2019,2019-10-08,-33.927245,151.142363,Not in a reserve,2004,2004-10-08,-33.909349,150.994229,Crest,15,11,11,Crest; Miram-Beena; Not in a reserve; Virginius Reserve,0.058088,0.169244,-33.966686,-33.908598,150.974971,151.144215
Oxalis pes-caprae,Recent,6,2019,2019-10-08,-33.92694,151.14242,Not in a reserve,2008,2008-05-29,-33.96926,151.044229,Not in a reserve,11,7,7,Deepwater; Lansdowne; Not in a reserve,0.078928,0.167684,-33.96926,-33.890332,150.974736,151.14242
Gahnia melanocarpa,Recent,6,2019,2019-11-01,-33.935722,151.115672,Not in a reserve,2010,2010-10-18,-33.93598,151.115553,Not in a reserve,9,7,7,Not in a reserve,0.000361,0.000305,-33.936083,-33.935722,151.115367,151.115672
Andropogon virginicus,Recent,6,2019,2019-06-06,-33.887291,151.047838,Not in a reserve,2006,2006-04-12,-33.973064,151.028351,Not in a reserve,13,8,8,Carysfield; Not in a reserve; Airport Reserve,0.085842,0.142796,-33.973064,-33.887222,150.985685,151.128481
Eucalyptus major,Recent,6,2019,2019-03-08,-33.905179,151.038241,Not in a reserve,2019,2019-03-08,-33.905179,151.038241,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Juncus acutus,Recent,6,2019,2019-10-08,-33.927239,151.144304,Not in a reserve,2001,2001-12-21,-33.972962,150.996914,Not in a reserve,18,12,12,Kentucky Reserve; Lambeth Reserve; Not in a reserve; Salt Pan Reserve,0.086781,0.169544,-33.97505,-33.888269,150.97476,151.144304
Schoenus melanostachys,Recent,6,2019,2019-11-08,-33.926667,151.141417,Not in a reserve,2007,2007-02-27,-33.92674,151.140788,Not in a reserve,12,6,6,Not in a reserve,0.047179,0.136984,-33.973846,-33.926667,151.004433,151.141417
Trifolium pratense,Recent,6,2019,2019-06-06,-33.887291,151.047838,Not in a reserve,2008,2008-01-17,-33.928156,150.979715,Kentucky Reserve,11,2,2,Kentucky Reserve; Not in a reserve,0.040865,0.068123,-33.928156,-33.887291,150.979715,151.047838
Trifolium campestre,Recent,6,2019,2019-10-08,-33.92694,151.14242,Not in a reserve,2000,2000-09-19,-33.971584,150.998656,Not in a reserve,19,2,2,Not in a reserve,0.044644,0.143764,-33.971584,-33.92694,150.998656,151.14242
Leichhardtia rostrata,Recent,6,2019,2019-03-28,-33.963093,151.04053,Salt Pan Reserve,2008,2008-05-29,-33.96926,151.044229,Not in a reserve,11,2,2,Not in a reserve; Salt Pan Reserve,0.006167,0.003699,-33.96926,-33.963093,151.04053,151.044229
Asparagus scandens,Recent,6,2019,2019-03-08,-33.905179,151.038241,Not in a reserve,2013,2013-12-17,-33.888269,151.029949,Not in a reserve,6,8,8,Not in a reserve; Lansdowne,0.049641,0.066161,-33.93791,-33.888269,150.974886,151.041047
Leucopogon ericoides,Recent,6,2019,2019-06-18,-33.892342,151.032942,Not in a reserve,2008,2008-05-21,-33.980667,151.012818,Not in a reserve,11,5,5,Not in a reserve,0.088886,0.03071,-33.980667,-33.891781,151.007574,151.038284
Alectryon tomentosus,Recent,6,2019,2019-03-28,-33.963093,151.04053,Salt Pan Reserve,2019,2019-03-28,-33.963093,151.04053,Salt Pan Reserve,0,1,1,Salt Pan Reserve,,,,,,
Dichondra Inglewood,Recent,6,2019,2019-03-08,-33.905179,151.038241,Not in a reserve,2007,2007-04-16,-33.94951,150.973882,Deepwater,12,28,28,Deepwater; Kelso Beach; Not in a reserve; Lansdowne,0.059587,0.065985,-33.952058,-33.892471,150.972256,151.038241
Cymbalaria muralis,Recent,6,2019,2019-10-08,-33.92694,151.14242,Not in a reserve,2019,2019-10-08,-33.92694,151.14242,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Cyperus difformis,Recent,6,2019,2019-03-28,-33.963093,151.04053,Salt Pan Reserve,2004,2004-11-22,-33.889464,150.99463,Not in a reserve,15,2,2,Not in a reserve; Salt Pan Reserve,0.073629,0.0459,-33.963093,-33.889464,150.99463,151.04053
Rytidosperma bipartitum,Recent,6,2019,2019-11-25,-33.891624,150.97471,Lansdowne,1996,1996-05-28,-33.873956,150.983642,Not in a reserve,23,15,15,Not in a reserve; Carysfield; Lansdowne; Norfolk Reserve; Smith Park; Crest,0.084374,0.173144,-33.95833,-33.873956,150.97471,151.147854
Lissanthe strigosa,Recent,6,2019,2019-06-18,-33.892342,151.032942,Not in a reserve,1999,1999-02-11,-33.900784,150.997609,Carysfield,20,14,14,Kelso Beach; Carysfield; Deepwater; Not in a reserve,0.088314,0.119819,-33.976092,-33.887778,150.975958,151.095777
Pultenaea microphylla,Recent,6,2019,2019-06-06,-33.887291,151.047838,Not in a reserve,2016,2016-09-08,-33.887778,151.052778,Not in a reserve,3,3,3,Not in a reserve,0.000556,0.005495,-33.887778,-33.887222,151.047838,151.053333
Alchornea ilicifolia,Recent,6,2019,2019-06-18,-33.892342,151.032942,Not in a reserve,2019,2019-06-18,-33.892342,151.032942,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Eragrostis laniflora,Recent,6,2019,2019-03-08,-33.905179,151.038241,Not in a reserve,2019,2019-03-08,-33.905179,151.038241,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Petrorhagia dubia,Recent,6,2019,2019-10-08,-33.92694,151.14242,Not in a reserve,2015,2015-11-23,-33.947121,150.992657,Not in a reserve,4,3,3,Not in a reserve,0.020181,0.159277,-33.947121,-33.92694,150.983143,151.14242
Archontophoenix cunninghamiana,Recent,6,2019,2019-03-28,-33.963093,151.04053,Salt Pan Reserve,2015,2015-11-23,-33.944646,150.990702,Not in a reserve,4,2,2,Not in a reserve; Salt Pan Reserve,0.018447,0.049828,-33.963093,-33.944646,150.990702,151.04053
Erigeron canadensis,Recent,6,2019,2019-03-08,-33.905179,151.038241,Not in a reserve,2009,2009-05-28,-33.973447,151.038284,Not in a reserve,10,4,4,Not in a reserve,0.081666,0.050989,-33.973447,-33.891781,150.987295,151.038284
Austrostipa setacea,Recent,6,2019,2019-06-18,-33.892342,151.032942,Not in a reserve,2007,2007-01-09,-33.909146,150.996486,Crest,12,7,7,Not in a reserve; Crest; Lansdowne,0.019045,0.059667,-33.90947,-33.890425,150.973275,151.032942
Gomphrena celosioides,Recent,6,2019,2019-05-08,-33.897071,150.971142,Lansdowne,2004,2004-11-22,-33.889464,150.99463,Not in a reserve,15,6,6,Kentucky Reserve; Lansdowne; Not in a reserve; Deepwater,0.060536,0.084087,-33.95,-33.889464,150.971142,151.055229
Melaleuca leucadendra,Recent,6,2019,2019-02-15,-33.963081,151.015731,Not in a reserve,2019,2019-02-15,-33.963081,151.015731,Not in a reserve,0,4,4,Not in a reserve,3.5e-05,3.7e-05,-33.963081,-33.963046,151.015731,151.015768
Hibbertia puberula,Recent,6,2019,2019-07-17,-33.917278,150.980132,Not in a reserve,2006,2006-10-18,-33.923636,150.988962,Not in a reserve,13,417,417,Not in a reserve,0.006824,0.010356,-33.923636,-33.916812,150.978606,150.988962
Salicornia quinqueflora,Recent,6,2019,2019-10-08,-33.927239,151.144304,Not in a reserve,2001,2001-12-21,-33.972962,150.996914,Not in a reserve,18,11,11,Not in a reserve; Salt Pan Reserve,0.048282,0.163267,-33.9748,-33.926518,150.990702,151.153969
Bromus diandrus,Recent,6,2019,2019-10-08,-33.92694,151.14242,Not in a reserve,2019,2019-10-08,-33.92694,151.14242,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Juncus kraussii,Recent,6,2019,2019-03-28,-33.963093,151.04053,Salt Pan Reserve,2001,2001-12-21,-33.972761,150.998401,Lambeth Reserve,18,12,12,Deepwater; Kentucky Reserve; Lambeth Reserve; Miram-Beena; Not in a reserve; Salt Pan Reserve; Virginius Reserve,0.064614,0.066162,-33.973212,-33.908598,150.974368,151.04053
Eucalyptus parramattensis,Recent,5,2020,2020-03-06,-33.929585,150.986124,Ashford Reserve,2007,2007-12-07,-33.921721,150.997022,Not in a reserve,13,10,10,Ashford Reserve; Carysfield; Not in a reserve; Salt Pan Reserve; Lansdowne,0.062945,0.060658,-33.96298,-33.900035,150.980159,151.040817
Fumaria muralis,Recent,5,2020,2020-03-06,-33.931799,150.978705,Not in a reserve,2008,2008-05-29,-33.96926,151.044229,Not in a reserve,12,7,7,Kentucky Reserve; Not in a reserve,0.051477,0.144512,-33.96926,-33.917783,150.971796,151.116308
Oxalis purpurea,Recent,5,2020,2020-03-06,-33.929542,150.984621,Ashford Reserve,2018,2018-05-23,-33.930461,150.980164,Not in a reserve,2,4,4,Ashford Reserve; Not in a reserve,0.002531,0.006777,-33.932073,-33.929542,150.977844,150.984621
Ambrosia artemisiifolia,Recent,5,2020,2020-06-27,-33.935253,150.9881,Not in a reserve,2008,2008-04-28,-33.902161,150.998009,Carysfield,12,2,2,Carysfield; Not in a reserve,0.033092,0.009909,-33.935253,-33.902161,150.9881,150.998009
Persicaria chinensis,Recent,5,2020,2020-04-03,-33.977766,150.996904,Not in a reserve,2020,2020-04-03,-33.977766,150.996904,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Eucalyptus canaliculata,Recent,5,2020,2020-02-19,-33.904543,151.038029,Not in a reserve,2020,2020-02-19,-33.904543,151.038029,Not in a reserve,0,1,1,Not in a reserve,,,,,,
Geranium homeanum,Recent,5,2020,2020-04-20,-33.892822,150.972438,Lansdowne,2008,2008-02-13,-33.946827,150.972747,Deepwater,12,5,5,Deepwater; Lansdowne; Not in a reserve,0.058577,0.002298,-33.951399,-33.892822,150.972438,150.974736
Gahnia aspera,Recent,5,2020,2020-04-03,-33.977766,150.996904,Not in a reserve,1998,1998-12-21,-33.90796,150.995278,Crest,22,22,22,Deepwater; Ashford Reserve; Carysfield; Crest; Not in a reserve; Lot 5 Prescott Parade,0.087507,0.060505,-33.977766,-33.890259,150.972476,151.032981
